  Time                 , V(Q1:c)              
  7.942981716585e-004  ,1.408994413103e+000  
  7.952981945467e-004  ,1.408640773688e+000  
  7.962982174349e-004  ,1.408453746953e+000  
  7.972982403231e-004  ,1.408250326947e+000  
  7.982982632112e-004  ,1.408042690144e+000  
  7.992982860994e-004  ,1.407891498373e+000  
  8.002983089876e-004  ,1.407500097062e+000  
  8.012983318758e-004  ,1.407292777839e+000  
  8.022983547640e-004  ,1.407068385779e+000  
  8.032983776522e-004  ,1.406839820094e+000  
  8.042984005403e-004  ,1.406674731477e+000  
  8.052984234285e-004  ,1.406243899835e+000  
  8.062984463167e-004  ,1.406017560878e+000  
  8.072984692049e-004  ,1.405772426530e+000  
  8.082984920931e-004  ,1.405590871770e+000  
  8.092985149813e-004  ,1.405180996813e+000  
  8.102985378694e-004  ,1.404941551863e+000  
  8.112985607576e-004  ,1.404637764144e+000  
  8.122985836458e-004  ,1.404372138174e+000  
  8.132986065340e-004  ,1.404161892693e+000  
  8.142986294222e-004  ,1.403732493535e+000  
  8.152986523104e-004  ,1.403467095447e+000  
  8.162986751985e-004  ,1.403139524381e+000  
  8.172986980867e-004  ,1.402853678730e+000  
  8.182987209749e-004  ,1.402627409135e+000  
  8.192987438631e-004  ,1.402166474175e+000  
  8.202987667513e-004  ,1.401881795747e+000  
  8.212987896395e-004  ,1.401530776521e+000  
  8.222988125276e-004  ,1.401225003515e+000  
  8.232988354158e-004  ,1.400983996082e+000  
  8.242988583040e-004  ,1.400490937506e+000  
  8.252988811922e-004  ,1.400187824810e+000  
  8.262989040804e-004  ,1.399866333211e+000  
  8.272989269686e-004  ,1.399574425505e+000  
  8.282989498568e-004  ,1.399095307007e+000  
  8.292989727449e-004  ,1.398757457869e+000  
  8.302989956331e-004  ,1.398420458515e+000  
  8.312990185213e-004  ,1.398111620374e+000  
  8.322990414095e-004  ,1.397612977686e+000  
  8.332990642977e-004  ,1.397257980956e+000  
  8.342990871859e-004  ,1.396905694157e+000  
  8.352991100740e-004  ,1.396583003861e+000  
  8.362991329622e-004  ,1.396062283515e+000  
  8.372991558504e-004  ,1.395691849418e+000  
  8.382991787386e-004  ,1.395324505315e+000  
  8.392992016268e-004  ,1.394988418954e+000  
  8.402992245150e-004  ,1.394445712468e+000  
  8.412992474031e-004  ,1.394060208275e+000  
  8.422992702913e-004  ,1.393678046725e+000  
  8.432992931795e-004  ,1.393328804931e+000  
  8.442993160677e-004  ,1.392764441972e+000  
  8.452993389559e-004  ,1.392364129418e+000  
  8.462993618441e-004  ,1.391967399820e+000  
  8.472993847322e-004  ,1.391605232606e+000  
  8.482994076204e-004  ,1.391019575774e+000  
  8.492994305086e-004  ,1.390604716301e+000  
  8.502994533968e-004  ,1.390193677424e+000  
  8.512994762850e-004  ,1.389818821488e+000  
  8.522994991732e-004  ,1.389212248609e+000  
  8.532995220613e-004  ,1.388783112138e+000  
  8.542995449495e-004  ,1.388358031935e+000  
  8.552995678377e-004  ,1.387970731976e+000  
  8.562995907259e-004  ,1.387343634357e+000  
  8.572996136141e-004  ,1.386900499876e+000  
  8.582996365023e-004  ,1.386461655291e+000  
  8.592996593904e-004  ,1.386062163963e+000  
  8.602996822786e-004  ,1.385414945991e+000  
  8.612997051668e-004  ,1.384958101420e+000  
  8.622997280550e-004  ,1.384505778196e+000  
  8.632997509432e-004  ,1.384094355933e+000  
  8.642997738314e-004  ,1.383427434794e+000  
  8.652997967195e-004  ,1.382957176791e+000  
  8.662998196077e-004  ,1.382524309759e+000  
  8.672998424959e-004  ,1.381945443014e+000  
  8.682998653841e-004  ,1.381467988717e+000  
  8.692998882723e-004  ,1.380952895695e+000  
  8.702999111605e-004  ,1.380434607628e+000  
  8.712999340486e-004  ,1.379920103800e+000  
  8.722999569368e-004  ,1.379397123532e+000  
  8.732999798250e-004  ,1.378871093858e+000  
  8.743000027132e-004  ,1.378342033976e+000  
  8.753000256014e-004  ,1.377809976776e+000  
  8.763000484896e-004  ,1.377165717806e+000  
  8.773000713777e-004  ,1.376627656394e+000  
  8.783000942659e-004  ,1.376140173408e+000  
  8.793001171541e-004  ,1.375563173730e+000  
  8.803001400423e-004  ,1.375016100109e+000  
  8.813001629305e-004  ,1.374457840237e+000  
  8.823001858187e-004  ,1.373908523038e+000  
  8.833002087068e-004  ,1.373350446450e+000  
  8.843002315950e-004  ,1.372789538267e+000  
  8.853002544832e-004  ,1.372225832293e+000  
  8.863002773714e-004  ,1.371550974094e+000  
  8.873003002596e-004  ,1.370981666490e+000  
  8.883003231478e-004  ,1.370459059246e+000  
  8.893003460359e-004  ,1.369828593347e+000  
  8.903003689241e-004  ,1.369300544890e+000  
  8.913003918123e-004  ,1.368684677895e+000  
  8.923004147005e-004  ,1.368096765111e+000  
  8.933004375887e-004  ,1.367506133284e+000  
  8.943004604769e-004  ,1.366925182155e+000  
  8.953004833650e-004  ,1.366331371178e+000  
  8.963005062532e-004  ,1.365621757586e+000  
  8.973005291414e-004  ,1.365022765241e+000  
  8.983005520296e-004  ,1.364473803595e+000  
  8.993005749178e-004  ,1.363811437312e+000  
  9.003005978060e-004  ,1.363257464504e+000  
  9.013006206942e-004  ,1.362611303684e+000  
  9.023006435823e-004  ,1.361994959648e+000  
  9.033006664705e-004  ,1.361376121629e+000  
  9.043006893587e-004  ,1.360767634645e+000  
  9.053007122469e-004  ,1.360046466520e+000  
  9.063007351351e-004  ,1.359422546281e+000  
  9.073007580233e-004  ,1.358838793957e+000  
  9.083007809114e-004  ,1.358162953844e+000  
  9.093008037996e-004  ,1.357574595632e+000  
  9.103008266878e-004  ,1.356909685038e+000  
  9.113008495760e-004  ,1.356269871284e+000  
  9.123008724642e-004  ,1.355627774343e+000  
  9.133008953524e-004  ,1.354996771998e+000  
  9.143009182405e-004  ,1.354248672555e+000  
  9.153009411287e-004  ,1.353602153273e+000  
  9.163009640169e-004  ,1.352998773437e+000  
  9.173009869051e-004  ,1.352298406634e+000  
  9.183010097933e-004  ,1.351690838826e+000  
  9.193010326815e-004  ,1.351002905696e+000  
  9.203010555696e-004  ,1.350341707623e+000  
  9.213010784578e-004  ,1.349678444203e+000  
  9.223011013460e-004  ,1.349026796987e+000  
  9.233011242342e-004  ,1.348255643564e+000  
  9.243011471224e-004  ,1.347588632141e+000  
  9.253011700106e-004  ,1.346966457112e+000  
  9.263011928987e-004  ,1.346244973791e+000  
  9.273012157869e-004  ,1.345619041688e+000  
  9.283012386751e-004  ,1.344910871993e+000  
  9.293012615633e-004  ,1.344230439526e+000  
  9.303012844515e-004  ,1.343548165864e+000  
  9.313013073397e-004  ,1.342878009852e+000  
  9.323013302278e-004  ,1.342086168811e+000  
  9.333013531160e-004  ,1.341400832686e+000  
  9.343013760042e-004  ,1.340761986746e+000  
  9.353013988924e-004  ,1.340021627552e+000  
  9.363014217806e-004  ,1.339379466787e+000  
  9.373014446688e-004  ,1.338653308912e+000  
  9.383014675569e-004  ,1.337955850666e+000  
  9.393014904451e-004  ,1.337256790770e+000  
  9.403015133333e-004  ,1.336487052758e+000  
  9.413015362215e-004  ,1.335763332434e+000  
  9.423015591097e-004  ,1.335124188725e+000  
  9.433015819979e-004  ,1.334397523572e+000  
  9.443016048860e-004  ,1.333650328807e+000  
  9.453016277742e-004  ,1.332920782023e+000  
  9.463016506624e-004  ,1.332190868971e+000  
  9.473016735506e-004  ,1.331540954694e+000  
  9.483016964388e-004  ,1.330764131211e+000  
  9.493017193270e-004  ,1.330111556263e+000  
  9.503017422151e-004  ,1.329357870275e+000  
  9.513017651033e-004  ,1.328638235540e+000  
  9.523017879915e-004  ,1.327917329196e+000  
  9.533018108797e-004  ,1.327206135464e+000  
  9.543018337679e-004  ,1.326484612451e+000  
  9.553018566561e-004  ,1.325662433409e+000  
  9.563018795442e-004  ,1.324938573614e+000  
  9.573019024324e-004  ,1.324261654026e+000  
  9.583019253206e-004  ,1.323535617454e+000  
  9.593019482088e-004  ,1.322741016544e+000  
  9.603019710970e-004  ,1.322012860826e+000  
  9.613019939852e-004  ,1.321249708711e+000  
  9.623020168733e-004  ,1.320585487697e+000  
  9.633020397615e-004  ,1.319784678704e+000  
  9.643020626497e-004  ,1.319118572764e+000  
  9.653020855379e-004  ,1.318344145626e+000  
  9.663021084261e-004  ,1.317606723013e+000  
  9.673021313143e-004  ,1.316868430284e+000  
  9.683021542024e-004  ,1.316140278381e+000  
  9.693021770906e-004  ,1.315402142983e+000  
  9.703021999788e-004  ,1.314563782012e+000  
  9.713022228670e-004  ,1.313824092879e+000  
  9.723022457552e-004  ,1.313132414593e+000  
  9.733022686434e-004  ,1.312391335013e+000  
  9.743022915316e-004  ,1.311582667963e+000  
  9.753023144197e-004  ,1.310840265197e+000  
  9.763023373079e-004  ,1.310119574701e+000  
  9.773023601961e-004  ,1.309375982971e+000  
  9.783023830843e-004  ,1.308635255949e+000  
  9.793024059725e-004  ,1.307821766845e+000  
  9.803024288607e-004  ,1.307061062977e+000  
  9.813024517488e-004  ,1.306365516108e+000  
  9.823024746370e-004  ,1.305603898347e+000  
  9.833024975252e-004  ,1.304814753139e+000  
  9.843025204134e-004  ,1.304052291764e+000  
  9.853025433016e-004  ,1.303282755747e+000  
  9.863025661898e-004  ,1.302587670739e+000  
  9.873025890779e-004  ,1.301837869284e+000  
  9.883026119661e-004  ,1.301020008575e+000  
  9.893026348543e-004  ,1.300269625372e+000  
  9.903026577425e-004  ,1.299545853979e+000  
  9.913026806307e-004  ,1.298795025715e+000  
  9.923027035189e-004  ,1.298050145258e+000  
  9.933027264070e-004  ,1.297228314472e+000  
  9.943027492952e-004  ,1.296462381663e+000  
  9.953027721834e-004  ,1.295765641816e+000  
  9.963027950716e-004  ,1.294999540491e+000  
  9.973028179598e-004  ,1.294205351855e+000  
  9.983028408480e-004  ,1.293439150171e+000  
  9.993028637361e-004  ,1.292666305133e+000  
  1.000000000000e-003  ,1.292199138017e+000  
